Date,Open,High,Low,Close,Volume
2019-07-01,1362.072934374619,1385.2454870362346,1356.5622375347446,1374.4243115943098,10803959.0
2019-07-02,1347.4366364631846,1366.2372262879835,1334.4722497577795,1357.7199304968526,7709003.0
2019-07-03,1353.9007387898203,1362.6151050927606,1341.1749814391665,1353.0156510095233,6489404.0
2019-07-04,1351.1369759748723,1364.052940092929,1344.9795601060982,1355.3015110023564,11124904.0
2019-07-05,1365.4289990980976,1385.4844379253311,1359.789396977085,1376.808440937293,10272582.0
2019-07-08,1326.8916096073015,1333.082847971078,1314.447211483472,1322.8721845280413,2725925.0
2019-07-09,1311.3904951046907,1328.907485691859,1309.501909633102,1321.0351731978553,10090120.0
2019-07-10,1310.6060112329915,1317.1810985713155,1306.9711727561087,1310.8802715732716,4917906.0
2019-07-11,1333.912016927844,1350.206196564289,1320.9668449207588,1335.4966737399225,5475930.0
2019-07-12,1371.4401909913788,1375.2342215116596,1358.9189604924843,1365.9777695803648,5385543.0
2019-07-15,1363.6664564540595,1363.8385853811224,1350.6881971220491,1358.7303357206933,9697370.0
2019-07-16,1348.2879568390856,1362.7552729375973,1345.9633438001267,1355.0485240393027,1015036.0
2019-07-17,1322.8096064237207,1324.646042772549,1304.0608572691874,1316.5053373258033,4667383.0
2019-07-18,1295.1638990480947,1319.0575658795085,1285.8495317536374,1306.2488929682852,3338666.0
2019-07-19,1282.1000030870869,1299.4656261044026,1281.1140025780517,1291.5807898994292,8835441.0
2019-07-22,1294.1476603402461,1303.466411488217,1294.1036219477314,1299.7555923850166,4340294.0
2019-07-23,1310.2514750654007,1312.4620209746392,1305.6981849101985,1309.4354127258334,5504941.0
2019-07-24,1306.7083666867152,1314.0015162672842,1298.4831427749925,1304.655382081851,4543716.0
2019-07-25,1327.3708217862254,1353.3935550794383,1321.9427759950745,1337.8640129018386,4250267.0
2019-07-26,1342.523493874799,1357.3701000818899,1339.9768891292972,1346.6192888182538,8482846.0
2019-07-29,1363.931110664505,1372.4203330514222,1336.0147334315304,1353.4220401267003,3345294.0
2019-07-30,1330.447540717626,1338.6254102657074,1309.2090403721475,1324.1750066337827,6464791.0
2019-07-31,1303.380082248662,1340.2790691197924,1298.7587486296961,1323.202196719483,2764382.0
2019-08-01,1323.8081780137989,1325.5385902033381,1304.6981648292044,1314.9140538673605,11916508.0
2019-08-02,1333.1363829750103,1348.9475268421515,1332.0410200771664,1339.293730432152,5794785.0
2019-08-05,1317.4660621099003,1331.359372538687,1317.0348510011386,1324.2941197814646,5576235.0
2019-08-06,1353.3063089523685,1360.1777489557435,1342.812688911635,1351.9542188886037,5230912.0
2019-08-07,1350.9097041139257,1358.418337836645,1344.1761688542397,1352.9028464216444,2575458.0
2019-08-08,1379.8135335595227,1380.133745618156,1357.3038963310116,1371.402398911448,6479967.0
2019-08-09,1354.5933774405069,1370.7517495164918,1353.8940048683276,1361.69245459061,9985907.0
2019-08-12,1335.621389191547,1343.8960455225558,1328.9164835961094,1334.599731355884,1136819.0
2019-08-13,1355.3467613615467,1360.1773631043334,1346.5516239902147,1353.4985816737767,9582875.0
2019-08-14,1306.625531978263,1311.8673942264115,1301.7566932957825,1306.1472476305953,6143703.0
2019-08-15,1319.0611385973316,1346.029669429527,1310.0976644445007,1324.3256112530842,7628754.0
2019-08-16,1273.2849267845181,1296.8171715043495,1272.8432951975215,1286.583227220193,3024408.0
2019-08-19,1284.2317373621092,1286.794389754722,1273.20485009673,1279.0928456281313,9226930.0
2019-08-20,1255.987948493056,1266.4872609744443,1247.9909326550476,1259.1310637681406,3874806.0
2019-08-21,1272.1209066522188,1281.304897047264,1254.9889340078191,1265.8593402777826,2787477.0
2019-08-22,1265.5800279194132,1282.5847852391207,1257.4995292692233,1268.4263689159689,5100190.0
2019-08-23,1261.5602859298838,1287.9495276416785,1257.4547547447696,1272.5026268486008,11725054.0
2019-08-26,1283.3886872442279,1296.9900868634754,1263.0550503460636,1281.4669622589372,5220537.0
2019-08-27,1320.6397646274784,1328.0036118068483,1316.5525435494353,1322.9957444387594,2672368.0
2019-08-28,1305.421781700816,1306.9697960970373,1289.7478245404745,1296.1847286386517,9986121.0
2019-08-29,1318.5250780985896,1318.9438477499684,1294.0409353201967,1308.3664248402858,8548299.0
2019-08-30,1351.7912642850924,1358.4792424095235,1339.9141440554588,1347.0939056004897,8658162.0
2019-09-02,1342.3848580030942,1366.427163612936,1333.0018675973913,1345.4185020807008,7403673.0
2019-09-03,1317.1403476590408,1318.190186971035,1303.5905362778078,1308.1432485129365,4070625.0
2019-09-04,1301.0917027601793,1308.3841924802753,1285.8124330039832,1299.0138137128667,10770283.0
2019-09-05,1264.4873679120092,1267.7257702195056,1249.0108469420165,1256.4551515889682,5330542.0
2019-09-06,1232.399516809224,1251.990955991455,1223.224101193623,1234.4823495426538,8826277.0
2019-09-09,1207.6426973743492,1228.226339478263,1201.6958711042719,1213.3167676862586,7158368.0
2019-09-10,1235.3961864361163,1243.178990718881,1227.4452708975475,1231.7624917551684,5371048.0
2019-09-11,1238.6024261720513,1274.599830960214,1230.1968730009655,1253.136687886952,10910006.0
2019-09-12,1251.8141326964403,1271.9748180727722,1246.131214639818,1256.6765504230973,1486808.0
2019-09-13,1235.1736113025477,1254.6753042381495,1225.6580209792114,1240.3094179252016,4362172.0
2019-09-16,1262.087951727959,1266.4632358579397,1253.9272412252342,1259.4915226776905,11730054.0
2019-09-17,1234.7707557950762,1246.882145817604,1228.45566272568,1240.525737909128,2837161.0
2019-09-18,1269.056106586597,1270.9830071757806,1244.5655147225139,1260.4261840648164,3674450.0
2019-09-19,1266.0500648646312,1289.297045705328,1262.9783096700196,1275.3312759360533,8120651.0
2019-09-20,1309.054638117053,1312.3209615131718,1292.007558948226,1303.1589183659362,2412943.0
2019-09-23,1288.8493883511135,1295.560805859051,1286.5567956400703,1289.8360801335623,10645135.0
2019-09-24,1285.0509355010843,1288.0613038564481,1279.849122593901,1283.2714588110898,5126708.0
2019-09-25,1262.8503110173842,1286.194473205153,1260.9311972006064,1273.6560645355396,10082322.0
2019-09-26,1260.209209561817,1282.4001262584702,1254.3182034182428,1268.8275816876805,8919677.0
2019-09-27,1294.8894249031305,1296.967877876403,1280.408915858096,1290.132907811988,8442540.0
2019-09-30,1302.0143495185307,1312.8065702434403,1298.806100910765,1306.5945907140315,3307346.0
2019-10-01,1299.3374348539544,1300.2309960600683,1292.9321409657246,1297.1521697862447,4345761.0
2019-10-02,1316.2299479227484,1318.8534747325318,1301.1437266120092,1312.6454370630172,5816953.0
2019-10-03,1315.4312045897848,1319.439712701757,1301.439116327091,1312.5971776198935,7105431.0
2019-10-04,1318.3893909436993,1324.300156111937,1301.4263557607892,1310.1177703077224,9276658.0
2019-10-07,1318.8286542345961,1338.9169299689029,1306.0547737224604,1319.696274089647,4173150.0
2019-10-08,1311.1970106648114,1323.3761482239534,1294.2894304168658,1314.194257248565,5233571.0
2019-10-09,1319.9273327229237,1330.8226336672287,1308.459302919084,1317.100239188311,9902280.0
2019-10-10,1323.2657201936017,1327.5212275437025,1302.1543779587234,1318.941391804692,11468681.0
2019-10-11,1290.9171797777517,1313.157585950391,1279.5951569283334,1293.8774827409752,3140947.0
2019-10-14,1306.5434361931168,1309.7776564331891,1286.9123762827494,1301.036251384823,3098148.0
2019-10-15,1316.3422939884122,1326.1441011067411,1316.082688054341,1321.9358612886538,8697771.0
2019-10-16,1341.9838050458668,1342.624360003524,1326.3990972734475,1332.9097194988778,9407209.0
2019-10-17,1323.1606538758588,1338.1108189797833,1319.9173330519768,1328.594591377337,3954575.0
2019-10-18,1345.9943582190929,1358.5901999148705,1344.3571953120165,1349.9132077340794,4233659.0
2019-10-21,1352.3309887142082,1370.9628209565801,1348.0261911050004,1361.3253714620705,7635350.0
2019-10-22,1356.0616208551726,1367.9299256285735,1344.289406212815,1359.3307858797393,7616334.0
2019-10-23,1373.4231988831762,1384.0600643941002,1357.4023437478372,1365.5785088805092,7607622.0
2019-10-24,1381.7820541861936,1385.4252716142228,1355.0199127356325,1369.291062368921,2704448.0
2019-10-25,1374.9337435655573,1389.5186348044003,1374.466163745627,1385.6404064060325,5817801.0
2019-10-28,1371.021546703727,1380.4465154203451,1365.0591520323514,1375.589318970194,3885957.0
2019-10-29,1406.1442949058635,1410.34055859721,1387.2106102693415,1401.250976756888,2317105.0
2019-10-30,1385.9399729847867,1386.4711384564305,1375.4175930005242,1383.4334345754194,6485682.0
