Date,Open,High,Low,Close,Volume
2019-07-01,2486.929705903013,2496.5256102830544,2468.692521305173,2478.46977689056,10757069.0
2019-07-02,2463.519232352461,2481.5657356440015,2442.7659973571695,2455.40172587574,7992109.0
2019-07-03,2467.3202970294574,2481.0242025557786,2458.963544455431,2467.9557158065186,5070378.0
2019-07-04,2480.3186097446787,2483.9720023984723,2471.1763321115964,2478.1892632891318,6224670.0
2019-07-05,2482.012621001062,2492.172291601183,2448.3448862232317,2470.580721931243,2954536.0
2019-07-08,2389.760700340885,2408.8801135653307,2388.7477974608255,2399.911357083238,7475415.0
2019-07-09,2394.1759958726843,2433.02693973439,2375.5179827242664,2410.826951530243,6544835.0
2019-07-10,2477.118386726856,2486.8471035830185,2453.6400657035515,2469.3652826247862,9864590.0
2019-07-11,2425.4014664675165,2481.7254867604224,2414.0824532974198,2445.429348956114,6974079.0
2019-07-12,2484.7857794959637,2504.7657685963827,2447.061390333209,2463.7343718427464,7256051.0
2019-07-15,2509.369646686118,2520.2254563907745,2441.310388434994,2479.1263615915186,2055443.0
2019-07-16,2472.9100911329524,2505.6998023421183,2460.759278966346,2490.2175875852813,10562854.0
2019-07-17,2480.4519889310945,2486.952273667681,2468.493023688436,2475.2529396626114,7538009.0
2019-07-18,2556.6841929282677,2560.278056097967,2531.3292907078344,2542.001663154377,8741841.0
2019-07-19,2509.52788192061,2510.8784541115433,2491.752403235081,2499.7959395884063,7854345.0
2019-07-22,2537.642039520273,2545.1467720915175,2520.388133471701,2526.9430811072584,7800200.0
2019-07-23,2504.6480613309277,2525.722639783529,2499.460012297969,2515.5527434202086,3555813.0
2019-07-24,2531.66347510064,2584.6763889243666,2516.9404173384582,2536.9105417435812,1741298.0
2019-07-25,2491.8761412419403,2506.843551224263,2452.7948668412,2480.8213556312603,7148133.0
2019-07-26,2543.3991286529745,2572.4372860854605,2519.265660722259,2536.6769242674654,5383238.0
2019-07-29,2590.123946613949,2625.618812807936,2570.8170193198694,2606.4186601227516,2730325.0
2019-07-30,2532.602180934518,2566.552346913674,2512.5207031505142,2546.4914944957027,7377415.0
2019-07-31,2541.066963660711,2548.5104249375117,2530.0092754423295,2542.956595453926,10684224.0
2019-08-01,2497.798192398439,2523.4696262475395,2430.978151338237,2477.5649729190673,3337265.0
2019-08-02,2458.6960130392404,2474.3040858004547,2444.7952352352368,2453.218478281681,3634532.0
2019-08-05,2496.0510333099373,2522.6411902406066,2492.839758810301,2501.373375968186,5693295.0
2019-08-06,2453.902585254965,2501.193342767636,2452.261764124986,2471.2247027447793,2932393.0
2019-08-07,2428.083203005742,2463.98413900743,2426.7028124131875,2446.5882170277523,6308946.0
2019-08-08,2462.3873875986565,2472.7759209417986,2414.2544579949995,2456.4605955542843,5253300.0
2019-08-09,2497.7510257568815,2561.1777240593424,2491.2715368153085,2528.3998247059035,2588560.0
2019-08-12,2559.5886387986757,2562.6125715261614,2530.3022329408523,2545.163553901926,4132807.0
2019-08-13,2475.065047546194,2519.785152780349,2471.960503192973,2501.2537096722103,6375905.0
2019-08-14,2494.2552350282144,2550.2924109580385,2493.578390963472,2520.3413130023105,3765054.0
2019-08-15,2597.46787379842,2625.0155075819266,2562.7079135588488,2581.0644385949768,8422979.0
2019-08-16,2542.059845094524,2578.9551246408164,2541.4352895219517,2565.0477443672175,1781708.0
2019-08-19,2552.7928893456183,2571.3006504872114,2524.7924714555998,2547.833605540561,7410936.0
2019-08-20,2515.3334243811246,2526.7403986548056,2500.446777965637,2512.498891702076,7652369.0
2019-08-21,2497.56473551982,2508.337029310144,2461.762102281796,2486.845230965342,7634756.0
2019-08-22,2504.1096253228006,2512.4028715509435,2481.7912174046332,2493.4740000367524,2465195.0
2019-08-23,2461.4414328217185,2491.2646190662854,2446.388997230736,2457.098082265291,9594262.0
