Date,Open,High,Low,Close,Volume
2019-07-01,1246.2764958521939,1261.5261869011445,1245.3874413971953,1255.8586947308806,8685841.0
2019-07-02,1254.3298658082492,1261.2578224658312,1233.7163750159536,1247.309293599862,11446534.0
2019-07-03,1218.4933609623147,1227.2162203624462,1208.2784817723984,1219.0756797802778,9795366.0
2019-07-04,1204.9794330546288,1212.6743465598845,1201.5965236382149,1208.4415012480006,4177990.0
2019-07-05,1244.9765961738563,1255.3819739686808,1239.2911233517318,1247.713304543297,5921708.0
2019-07-08,1206.0543392014654,1211.9187345087812,1205.7284816462404,1208.2006919135545,2049758.0
2019-07-09,1168.88380546153,1180.8965458307268,1164.2709605044736,1171.06921727957,4703099.0
2019-07-10,1181.4893256517996,1186.3034991197305,1179.4981767199351,1183.916958778506,4743386.0
2019-07-11,1232.9831482025488,1250.5613765404285,1223.9564662151158,1236.822395948397,11248136.0
2019-07-12,1272.3582724920707,1278.946151254101,1258.3236323148635,1268.5474461518206,3254916.0
2019-07-15,1269.837757780409,1276.871862874204,1234.8685101242265,1255.6127249979766,2850134.0
2019-07-16,1249.505160980529,1253.1569244509421,1242.2636164360524,1248.7794094239216,9511645.0
2019-07-17,1270.1649370146945,1272.6303710980292,1261.9385014167185,1267.6332240709717,7957660.0
2019-07-18,1234.8434957988277,1268.9259419882144,1234.2978955839844,1252.5196407419862,6638969.0
2019-07-19,1248.1656223746218,1259.7848564830301,1243.0988949686632,1250.2740519546733,3713222.0
2019-07-22,1204.1538229865434,1226.7162958323136,1194.1649329301824,1208.0896810088918,9971151.0
2019-07-23,1174.0210642254012,1183.2538531608202,1173.2285940102424,1177.628642914916,10100358.0
2019-07-24,1181.6822077632442,1191.7554477124206,1159.4030487994064,1173.2767582653435,5124693.0
2019-07-25,1181.920655208257,1196.9652570418134,1169.7565632234423,1179.1806932290233,8570452.0
2019-07-26,1199.1486979769747,1200.8435530051488,1176.9953648199917,1186.7343944813756,5934695.0
2019-07-29,1225.4551515791409,1228.347751072501,1196.188001255874,1214.6487822764282,7511870.0
2019-07-30,1198.2375641034857,1223.137322707715,1197.1097373169105,1208.2370024082668,6210669.0
2019-07-31,1216.3891663040338,1227.26219745597,1199.1586291451038,1207.0371465619226,5021151.0
2019-08-01,1182.2331423349133,1194.6984559961913,1170.8193926816043,1184.7688171298014,8352387.0
2019-08-02,1200.2437308876351,1219.8167255315514,1191.1644872314496,1200.9021797783805,9628106.0
