Date,Open,High,Low,Close,Volume
2019-07-01,3294.590873391861,3316.349442742201,3288.4274532331137,3305.771328411613,8018136.0
2019-07-02,3309.3687474477347,3343.9786678114874,3296.9323906871377,3321.3871419912743,9048548.0
2019-07-03,3315.965503089049,3320.895221045476,3304.0670315044663,3310.305286562355,3262790.0
2019-07-04,3305.955715268668,3310.1747412273567,3286.2049798714625,3301.664642428339,9883106.0
2019-07-05,3376.6124965801755,3415.3852387926977,3343.747687079166,3391.162849302149,3008474.0
2019-07-08,3431.0769071716754,3435.1594114390527,3414.6173036781815,3425.187541849923,8545556.0
2019-07-09,3404.913933264026,3420.121423858874,3397.07656230653,3409.7154414464367,8952753.0
2019-07-10,3369.9221507558805,3381.1021626031506,3338.3935478844523,3364.6524546396454,3582328.0
2019-07-11,3363.237840147243,3374.8890379458367,3344.8477166915977,3360.5301306010556,8740678.0
2019-07-12,3401.038788366359,3401.886840496967,3338.1931972941416,3363.6927020171074,5728216.0
2019-07-15,3350.9965146249947,3383.7339223060258,3347.312828893465,3358.648490901096,9116570.0
2019-07-16,3433.6002718250375,3460.8990659967626,3380.396699708914,3423.664517664361,5128268.0
2019-07-17,3428.1552945028006,3432.066514883679,3379.15083839628,3410.47232809171,6383479.0
2019-07-18,3393.6206271631922,3400.753969395058,3363.7268930044092,3379.8769568776847,3467749.0
2019-07-19,3394.3293383015725,3412.316444111616,3369.5003862011645,3387.073785296185,8283566.0
2019-07-22,3507.5654926236293,3508.459972086595,3457.421143218857,3480.9609459671346,3050626.0
2019-07-23,3440.9349658958877,3481.4300353388753,3386.7432039296136,3437.461838003636,7423515.0
2019-07-24,3450.081570077535,3463.1859600780313,3410.5129329883566,3443.7430202721607,7040786.0
2019-07-25,3586.359864453693,3588.067975298121,3539.674919811618,3557.478730239194,3090417.0
2019-07-26,3513.2316639530864,3551.009572395852,3467.597531865927,3530.913629493635,9208624.0
2019-07-29,3616.5174376622927,3637.6685519971875,3587.8685603047143,3605.5405334819693,5474272.0
2019-07-30,3636.4453657178956,3670.622261878416,3603.62763363129,3644.8134915962128,5233667.0
2019-07-31,3581.370026862351,3623.1408124660406,3579.4701920780735,3604.3935906405395,10185234.0
2019-08-01,3574.103491535719,3656.619762875237,3570.3533755681983,3626.580781659118,6141647.0
2019-08-02,3657.385404105079,3723.207334889474,3642.6773570373075,3684.815042517009,9850227.0
2019-08-05,3631.247704937676,3635.779766893195,3584.6684237195973,3619.5294831048977,3977548.0
2019-08-06,3630.849424243845,3676.6124182997632,3587.3228808079966,3645.5167496035965,5135924.0
2019-08-07,3661.1166925407624,3684.1078913167457,3600.8776225744923,3651.51606123821,9720320.0
2019-08-08,3536.178647523596,3569.1298021087564,3530.700419326737,3545.6787343086926,4472885.0
2019-08-09,3442.7736504737804,3522.3783347177937,3432.5087482146796,3493.258368152708,2590940.0
2019-08-12,3405.9154476140693,3417.4170270000477,3375.4291259279657,3400.926815317109,1554115.0
2019-08-13,3493.5868507191967,3504.1068261993305,3464.450939703955,3482.925542330737,10943890.0
2019-08-14,3519.3335887856997,3527.0825602925447,3485.0690776665274,3505.2344116485283,2745698.0
2019-08-15,3556.887416261783,3569.518732180914,3538.8666906932394,3553.55012146898,1546964.0
2019-08-16,3560.2367575880494,3604.1816634465836,3543.821288643854,3563.2994403363255,1944106.0
2019-08-19,3646.5144945436687,3665.33437815321,3624.357119662457,3652.5220865073566,1399452.0
2019-08-20,3567.889376531774,3632.395796773825,3556.3439795378913,3600.906981488518,8026348.0
2019-08-21,3498.9848816092976,3559.9270006533748,3480.5168209857184,3519.725385346633,9045978.0
2019-08-22,3679.785628607891,3683.2794430093745,3637.8592769868733,3663.070966561129,8649586.0
2019-08-23,3820.7445375695697,3850.36707010424,3819.410538859501,3828.21049447331,7911253.0
