Date,ticker,return_1d,log_return_1d,sma_10_ratio,sma_50_ratio,ema_20_ratio,rsi_14,macd_hist,bb_width,volatility_10,volume_change,target
2019-09-06,RELIANCE.NS,-0.00933655933887989,-0.009380418216499197,1.0310283390839687,1.0548242602919198,1.0349527420719922,62.317936680606884,17.52177822669811,0.10396237103883596,0.010638799916552262,0.835599774724116,1
2019-09-06,ICICIBANK.NS,0.00030705959349774936,0.00030701246034898,1.002003623802254,0.9685928599319756,0.9978420654881017,46.40809495548682,10.790170254917143,0.06189247131105694,0.010656779604892577,-0.5878862774267721,1
2019-09-06,HDFCBANK.NS,-0.017487931836267068,-0.017642652195854393,0.9496295050224556,0.9342652534864244,0.9500745917103429,35.61092970193137,-3.9350586529510103,0.10312958836560765,0.022592244076218244,0.6557935384431828,0
2019-09-06,INFY.NS,0.015581341050776132,0.015461198338903989,0.9822770189035983,0.9583234625125816,0.9714579460453573,39.81230330675092,-7.63146284464818,0.12191286726823691,0.016606939276909104,-0.2718793114092303,1
2019-09-06,TCS.NS,0.006632965074288455,0.006611063755229623,1.0279582718827418,1.1165495046919254,1.056117231349093,65.40322502434393,16.173411538012942,0.19663519116263625,0.01960426294387707,-0.43227418706045784,1
2019-09-09,HDFCBANK.NS,-0.017145309419965837,-0.0172939921625575,0.9382666533288243,0.9204916490654855,0.9397112428914285,32.976093048951185,-7.352291555693373,0.11509348771451794,0.022715807623587794,-0.18897084240614703,1
2019-09-09,TCS.NS,0.01592315102133446,0.01579770753700592,1.0369219557247822,1.1296017143096349,1.0655326597149992,67.78090573189499,19.50811985493874,0.19124121476306283,0.01881602763056505,1.4693154066966323,0
2019-09-09,ICICIBANK.NS,0.015027878155037255,0.014916078279160798,1.015559758710326,0.983058477643695,1.0116007107749305,51.458246077545,13.266043906530559,0.06403998724158218,0.011578050013324561,1.5748031204948094,0
2019-09-09,RELIANCE.NS,0.030377044586602286,0.029924797962377906,1.0504229679224402,1.0847003084888271,1.05969111592665,68.87421379206054,21.152312595573612,0.12202404665902374,0.011302517894912609,-0.4227706991849557,1
2019-09-09,INFY.NS,0.004907568441841814,0.004895565581723077,0.9910156654831801,0.964330007739082,0.9784408708647753,41.40531442175792,-6.221605330623376,0.12492658681635718,0.01575642297365844,0.13447719326540364,1
2019-09-10,INFY.NS,1.8312481924187551e-06,1.831246515685831e-06,0.9948699150101269,0.9655029357936904,0.9804556162035195,41.40594068412203,-4.916871540557111,0.11359920077134825,0.01577824393816689,-0.15139838133788308,1
2019-09-10,RELIANCE.NS,0.0068094023159783745,0.0067863230474737085,1.0462743740458411,1.0895539818651885,1.0601515942539315,70.16539515837297,23.28946873356976,0.13707115209212808,0.011390289870664743,0.18925125484421845,1
2019-09-10,ICICIBANK.NS,-0.007076801415604961,-0.007101960743386374,1.008054701515899,0.975929511161114,1.0040170842355953,49.07762269977481,12.962667810569332,0.06071241424562554,0.011826882796771779,-0.3575759283608064,1
2019-09-10,TCS.NS,-0.01136061622364315,-0.011425640974042802,1.0198385705661661,1.1125152289462423,1.0480944927503066,64.32987339090855,16.727415989049405,0.1850265350255307,0.01971557662501472,-0.7197768454089477,0
2019-09-10,HDFCBANK.NS,0.01520272739993933,0.015088323978596083,0.9592988469932663,0.9362750140184067,0.9581954611775653,37.32813602049256,-7.832439725333213,0.11333574549822095,0.020043863233188224,-0.24968260922042562,1
2019-09-11,HDFCBANK.NS,0.017352530438986546,0.01720369460128033,0.9792280588175514,0.953970244052864,0.9771656736006331,42.02575013339049,-6.241769964510077,0.11460947780918411,0.020781320233665086,1.0312620553754126,1
2019-09-11,INFY.NS,0.008338170457326655,0.008303599950950789,1.0049162223869335,0.9741271120598143,0.9897024511219557,44.32387891674122,-3.1109065525349706,0.10672830384136109,0.015847214453000073,1.525921953176118,0
2019-09-11,ICICIBANK.NS,0.006508452117488295,0.006487363595970448,1.013368609467609,0.9831486584045661,1.0095371752023181,51.2935877236866,13.648923630143795,0.05997524423253572,0.011923388253120065,-0.44319632746183935,1
2019-09-11,RELIANCE.NS,0.0071626993520457205,0.007137169059093002,1.0441605031628807,1.0947575659630284,1.0609002994115866,71.51315036222205,24.395519613024618,0.15186154002826902,0.010476362626243274,-0.04262948267652267,1
2019-09-11,TCS.NS,-0.030963029551061005,-0.03145251462110611,0.98830555266107,1.0746495375325205,1.0141315156584105,56.04904096669538,5.241591968317877,0.1713479777015347,0.021845263848410613,2.1743556461080558,1
2019-09-12,TCS.NS,0.04092230686494647,0.04010715367275454,1.0260815047247918,1.114060542695802,1.0500685419138325,62.675700467994645,6.949665247770312,0.1667128243161412,0.02514051090006072,-0.2796875395029935,1
2019-09-12,RELIANCE.NS,0.004497706591493511,0.004487622135844016,1.0391501492284687,1.097062386677774,1.0590481346413048,72.36345242222728,24.280028607887672,0.16646922598788558,0.010358461028017582,0.32798593195263925,1
2019-09-12,HDFCBANK.NS,0.002824801612116401,0.002820819357665653,0.9859766998541891,0.9581037058231585,0.9818029956343584,42.790560403449916,-4.5604564300909765,0.11199653136718664,0.02044052704573235,-0.8637206982287635,0
2019-09-12,INFY.NS,-0.010607612273122347,-0.010664274045822401,0.9959947202540683,0.9643926496357386,0.9811472968999312,41.470868252089765,-2.5038390111827518,0.10386502501927422,0.015858429697748918,-0.047884694261080996,1
2019-09-12,ICICIBANK.NS,0.029597328713586446,0.02916778280689051,1.0371230781174314,1.0129318403038965,1.0355294231833876,59.895976862584135,19.57560882788764,0.07391741171629111,0.012866112119044046,-0.3561671708265186,0
2019-09-13,TCS.NS,0.0005824521822863638,0.0005822826228510194,1.0222587515259998,1.1107091451847375,1.045633218030968,62.76527357421871,6.830846932279542,0.15904137649752909,0.024223905084595616,-0.7110452331396255,0
2019-09-13,INFY.NS,0.013741065436857491,0.013647513029468771,1.0097870931763409,0.978626148313484,0.9951383140396468,46.24647546491018,-0.8466580442666576,0.10178049961888476,0.016570644031996967,-0.3436295318945085,0
2019-09-13,ICICIBANK.NS,-0.014204545496372845,-0.014306395693667989,1.018008218254791,0.999438894436893,1.018800044185763,54.750258260179436,19.47043814047536,0.07911010442948364,0.014364333490028755,0.9064727259690735,1
