Date,Close,High,Low,Open,Volume,Stock,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2024-06-05,1403.821044921875,1414.097147783154,1367.6077240917773,1405.0561505394378,17464890.0,RELIANCE,,,,,,,,,,
2024-06-06,1414.5416259765625,1426.4974232883105,1404.4137607114592,1417.9011371144834,17855722.0,RELIANCE,,,,,,,,,,
2024-06-07,1452.4345703125,1454.4601915157414,1409.5023527154926,1411.478521453965,18558696.0,RELIANCE,,,,,,,,,,
2024-06-10,1453.867431640625,1475.5558362929214,1450.5819785928986,1452.4346368701142,9251760.0,RELIANCE,,,,,,,,,,
2024-06-11,1439.31787109375,1456.1153056542432,1437.3417023219272,1451.4959629037996,11774902.0,RELIANCE,,,,,,,,,,
2024-06-12,1445.8885498046875,1458.41256776401,1437.835758473946,1440.1330064471847,10081742.0,RELIANCE,,,,,,,,,,
2024-06-13,1447.790771484375,1454.7073627830548,1442.7021123343332,1454.4603416652449,9181160.0,RELIANCE,,,,,,,,,,
2024-06-14,1459.9442138671875,1462.0438933040555,1439.8613252368543,1452.4841280922399,8157998.0,RELIANCE,,,,,,,,,,
2024-06-18,1463.3778076171875,1469.6768460329972,1453.8180422457062,1469.6273935638167,7196766.0,RELIANCE,,,,,,,,,,
2024-06-19,1441.2694091796875,1469.7756214798555,1438.650961260282,1469.7756214798555,8725874.0,RELIANCE,,,,,,,,,,
2024-06-20,1456.1400146484375,1465.181011544537,1432.8212456085912,1441.6152213906755,16113776.0,RELIANCE,,,,,,,,,,
2024-06-21,1436.872314453125,1457.1280450509373,1423.4096642387256,1456.0659025463858,31170360.0,RELIANCE,,,,,,,,,,
2024-06-24,1424.2989501953125,1432.2283517054532,1420.3713387903338,1428.3007403004744,8878386.0,RELIANCE,,,,,,,,,,
2024-06-25,1436.822998046875,1438.576872033328,1423.8296636688654,1425.8058325289194,7045386.0,RELIANCE,,,,,,,,,,
2024-06-26,1495.9844970703125,1500.875466568816,1427.905458276952,1428.8194845866847,22014882.0,RELIANCE,,,,,,,,,,
2024-06-27,1512.3126220703125,1519.1797603831344,1488.0551018777237,1495.7127559544517,28383030.0,RELIANCE,,,,,,,,,,
2024-06-28,1546.7474365234375,1562.1615299634889,1512.782033239127,1512.782033239127,28957336.0,RELIANCE,,,,,,,,,,
2024-07-01,1541.5599365234375,1560.5805616644209,1537.138282854078,1543.9066370278445,7724306.0,RELIANCE,,,,,,,,,,
2024-07-02,1546.525146484375,1554.7509013864856,1538.4475077589818,1550.7985635373939,7749246.0,RELIANCE,,,,,,,,,,
2024-07-03,1533.927001953125,1556.2329594590622,1524.391963189475,1547.661278880494,9049620.0,RELIANCE,,,,,,,,,,
2024-07-04,1535.5079345703125,1548.822348177101,1532.321386398175,1538.447461634288,6837176.0,RELIANCE,,,,,,,,,,
2024-07-05,1569.6956787109375,1579.4530127748421,1529.5547474353805,1535.3102911811948,12269710.0,RELIANCE,,,,,,,,,,
2024-07-08,1581.824462890625,1589.6303543798022,1563.6684106310508,1570.0662334946016,9500806.0,RELIANCE,,,,,,,,,,
2024-07-09,1571.325927734375,1581.4290665009253,1561.6673786971023,1578.563597646217,6960002.0,RELIANCE,,,,,,,,,,
2024-07-10,1565.3480224609375,1578.4648673124634,1544.5241914718106,1575.9946562525065,7134578.0,RELIANCE,,,,,,,,,,
2024-07-11,1561.815673828125,1585.1344421846698,1551.786592769845,1568.5840280306456,11940946.0,RELIANCE,,,,,,,,,,
2024-07-12,1577.69921875,1586.0238790122883,1555.739064587694,1565.619909710512,12924784.0,RELIANCE,,,,,,,,,,
2024-07-15,1578.1932373046875,1586.7154660951303,1566.607970695329,1585.332123675554,5329688.0,RELIANCE,,,,,,,,,,
2024-07-16,1557.4681396484375,1580.9351457176842,1550.4280378276635,1574.5125966882063,9386838.0,RELIANCE,,,,,,,,,,
2024-07-18,1567.7689208984375,1574.9078068261192,1539.2625884242743,1557.2210712967385,12298374.0,RELIANCE,,,,,,,,,,
2024-07-19,1536.61962890625,1571.029623251694,1534.2976544625544,1567.1020115011324,13140390.0,RELIANCE,,,,,,,,,,
2024-07-22,1482.793701171875,1519.1798633102128,1481.4103587992008,1518.9328421942273,19674376.0,RELIANCE,,,,,,,,,,
2024-07-23,1470.1708984375,1487.808182000688,1445.5675711552426,1483.1147807956386,18052044.0,RELIANCE,,,,,,,,,,
2024-07-24,1477.8779296875,1491.5135439533938,1458.8079713194404,1467.3054738461674,11913362.0,RELIANCE,,,,,,,,,,
2024-07-25,1474.6171875,1482.595920809754,1459.474721651074,1463.3530011800513,12519876.0,RELIANCE,,,,,,,,,,
2024-07-26,1491.044189453125,1494.4037007697482,1472.59166375446,1474.6172851615388,9859940.0,RELIANCE,,,,,,,,,,
2024-07-29,1501.9871826171875,1509.2990318372968,1493.7614276294273,1493.9342700426573,7538550.0,RELIANCE,,,,,,,,,,
2024-07-30,1495.1199951171875,1506.8287716127938,1492.0075050067665,1498.9488223237445,8228208.0,RELIANCE,,,,,,,,,,
2024-07-31,1487.4869384765625,1492.4519658681731,1483.2628537354879,1486.0788700242824,10057346.0,RELIANCE,,,,,,,,,,
2024-08-01,1497.244384765625,1499.9121644798522,1486.37545603751,1493.9836579008804,10764222.0,RELIANCE,,,,,,,,,,
2024-08-02,1481.4595947265625,1491.3404387261814,1475.481756476256,1487.0670219426547,10268248.0,RELIANCE,,,,,,,,,,
2024-08-05,1430.0792236328125,1466.2184833782828,1416.1719837774867,1462.3649300475706,17046704.0,RELIANCE,,,,,,,,,,
2024-08-06,1438.700439453125,1459.8948030686215,1434.0316438440889,1437.8111393077952,10236186.0,RELIANCE,,,,,,,,,,
2024-08-07,1447.3707275390625,1454.954323788822,1444.0853950542364,1451.4960282823629,8174568.0,RELIANCE,,,,,,,,,,
2024-08-08,1431.85791015625,1447.5437511456266,1428.6960880928925,1440.157843842289,12387192.0,RELIANCE,,,,,,,,,,
2024-08-09,1456.7330322265625,1458.9067698886504,1438.6510375603623,1442.6033755756382,6249776.0,RELIANCE,,,,,,,,,,
2024-08-12,1443.220947265625,1455.4484931603017,1440.380204279993,1452.4842396100769,8184584.0,RELIANCE,,,,,,,,,,
2024-08-13,1446.1851806640625,1452.5582774619256,1440.6272053348387,1443.3444377180147,6265064.0,RELIANCE,,,,,,,,,,
2024-08-14,1444.4312744140625,1454.4603560192809,1436.3783617708266,1446.1110904012166,6267466.0,RELIANCE,,,,,,,,,,
2024-08-16,1460.5863037109375,1462.760161748311,1440.676499654279,1451.1501701128775,9416902.0,RELIANCE,,,,,,,,,,
2024-08-19,1475.65625,1485.47150978375,1467.8238660907393,1469.8067419652286,13797742.0,RELIANCE,,,,,,,,,,
2024-08-20,1483.1416015625,1491.0484162933285,1477.2674041310693,1484.4057091952604,8411808.0,RELIANCE,,,,,,,,,,
2024-08-21,1485.8433837890625,1494.964564922092,1477.2426107826689,1480.464784262564,7769996.0,RELIANCE,,,,,,,,,,
2024-08-22,1485.2979736328125,1493.6012664349316,1477.8869991875908,1490.1312336221058,10445782.0,RELIANCE,,,,,,,,,,
2024-08-23,1487.1322021484375,1498.3849993365056,1485.5955458508122,1490.8749048344312,9249654.0,RELIANCE,,,,,,,,,,
2024-08-26,1499.6490478515625,1509.9600269352031,1490.131267553257,1494.0722092753902,8816114.0,RELIANCE,,,,,,,,,,
2024-08-27,1487.6031494140625,1500.516654009415,1486.6117113802566,1497.5671500638725,6251156.0,RELIANCE,,,,,,,,,,
2024-08-28,1485.4715576171875,1494.567928369235,1480.2168879705305,1492.1141436005682,9610286.0,RELIANCE,,,,,,,,,,
2024-08-29,1507.90283203125,1523.8401488737275,1481.2083164719252,1490.2303777286736,38335358.0,RELIANCE,,,,,,,,,,
2024-08-30,1496.6995849609375,1526.5418444404818,1490.4534771750382,1520.865886117465,41620730.0,RELIANCE,,,,,,,,,,
2024-09-02,1503.267822265625,1513.7275412609433,1493.7252318027681,1497.9388431759776,11240852.0,RELIANCE,,,,,,,,,,
2024-09-03,1496.203857421875,1509.9600595401412,1494.5927706873033,1508.2250430567562,10923800.0,RELIANCE,,,,,,,,,,
2024-09-04,1501.5823974609375,1504.50709100704,1486.6612078847159,1487.850885016148,11983304.0,RELIANCE,,,,,,,,,,
2024-09-05,1480.192138671875,1512.7113538076746,1474.3179410781217,1506.0439573959175,16264168.0,RELIANCE,,,,,,,,,,
2024-09-06,1452.2830810546875,1484.182646260627,1449.110527949692,1479.721175380084,19394228.0,RELIANCE,,,,,,,,,,
2024-09-09,1449.9283447265625,1457.339440034618,1443.1370191466497,1453.943716732093,9010298.0,RELIANCE,,,,,,,,,,
2024-09-10,1449.0113525390625,1459.4462610127246,1445.0951000796938,1447.9951044503912,10768260.0,RELIANCE,,,,,,,,,,
2024-09-11,1439.0721435546875,1456.1744477064742,1435.1560121734635,1450.5232999620255,9760202.0,RELIANCE,,,,,,,,,,
2024-09-12,1467.1298828125,1473.2767495080643,1433.4953029575859,1444.5250498204912,22349376.0,RELIANCE,,,,,,,,,,
2024-09-13,1460.016357421875,1470.451266381587,1456.918113729867,1463.7590600068495,8711328.0,RELIANCE,,,,,,,,,,
2024-09-16,1458.752197265625,1468.2204780575375,1452.2087310287416,1464.8991851443227,5481774.0,RELIANCE,,,,,,,,,,
