Date,Open,High,Low,Close,Volume,SMA_10,SMA_20,SMA_50,EMA_10,EMA_20,Return,Lag_1,Lag_5,Lag_21,Volatility_20,RSI,MACD,Signal
2019-01-01,498.0776241124587,498.9850342368502,491.371653504476,496.1963806152344,9746670,,,,496.1963806152344,496.1963806152344,,,,,,,0.0,0.0
2019-01-02,493.31923501144814,498.85222039888913,487.3436249759111,489.73388671875,15628818,,,,492.64200897216796,492.8035713195801,-0.013024064964906712,,,,,,-0.14499185024163808,-0.08055102791202115
2019-01-03,490.22075460323975,493.3634781245717,482.5188791945198,483.6918640136719,16288287,,,,489.04411016825424,489.45780702157384,-0.012337358857399283,-0.013024064964906712,,,,,-0.372111158731002,-0.20004288480504606
2019-01-04,485.7501554591943,488.8707479276948,478.5351667311053,486.3034362792969,18516544,,,,488.14118023107545,488.5471889590979,0.005399247868165924,-0.012337358857399283,,,,,-0.3720001508830819,-0.25829399120004465
2019-01-07,489.99941391309216,495.0676133800424,487.3435776393618,489.0034790039063,12060290,,,,488.38872275637914,488.65756163799307,0.005552176939705555,0.005399247868165924,,,,,-0.25666737736713685,-0.2578101103596985
2019-01-08,489.1584095927984,491.3051980755207,485.1304073969183,488.959228515625,12304389,,,,488.53690280836173,488.72119956981396,-9.049115227455218e-05,0.005552176939705555,,,,,-0.18440442289164594,-0.2379130877785844
2019-01-09,492.2126731837778,494.425855651597,486.325587726937,491.6593627929688,12614237,,,,489.2892902324179,489.27673351045377,0.00552220741500431,-9.049115227455218e-05,-0.013024064964906712,,,,-0.012564551375078281,-0.1808833849667611
2019-01-10,490.33148136893067,491.7700707213868,488.2289549747655,490.2208251953125,8925160,,,,489.50121892579733,489.43992450204405,-0.0029258826466446175,0.00552220741500431,-0.012337358857399283,,,,0.03444480636198932,-0.12913597134292693
2019-01-11,490.2650868480433,493.0094485923321,481.8549812853927,486.0379028320313,14139060,,,,488.7477225400022,488.8942235910991,-0.008532730859841853,-0.0029258826466446175,0.005399247868165924,,,,-0.14105619421451365,-0.1318896019627941
2019-01-14,484.6878346813324,487.1223294251018,480.8811443858024,485.4845886230469,8994060,488.7290954589844,,,488.06228114355514,488.380762108832,-0.0011384178183643234,-0.008532730859841853,0.005552176939705555,,,,-0.29200053980179064,-0.16776374646591552
2019-01-15,489.1142147216286,501.0654355760193,489.1142147216286,500.0252380371094,22011407,489.1119812011719,,,490.506163676718,490.04234527454605,0.02995079505057685,-0.0011384178183643234,-9.049115227455218e-05,,,,0.37768115594809615,-0.04842351845503489
2019-01-16,502.3933572218789,506.8197816987164,500.3351227305531,502.7917785644531,13961606,490.4177703857422,,,492.960807046117,491.77917704537634,0.005532801780574248,0.02995079505057685,0.00552220741500431,,,,1.0154886721873595,0.18006020134048706
2019-01-17,506.5762057920811,508.10329031075617,500.18007306524106,502.14984130859375,16379077,492.26356811523436,,,494.7643319184371,493.1363239681014,-0.001276745729001827,0.005532801780574248,-0.0029258826466446175,,,,1.4387712667025312,0.4464471942209112
2019-01-18,508.5016772065438,526.6940822128304,502.50396544977406,524.2374267578125,56181172,496.0569671630859,,,500.4665904354361,497.0663295048165,0.04398604486592861,-0.001276745729001827,-0.008532730859841853,,,,3.0170291720468754,0.9842148619337958
2019-01-21,528.5088245319836,548.8479856465474,526.1406943559281,547.85205078125,48206814,501.9418243408203,,,509.528792857169,503.2900206875484,0.045045665986658046,0.04398604486592861,-0.0011384178183643234,,,78.57484108422301,5.570108236628869,1.934840710444057
2019-01-22,545.7053520130312,551.9465366426136,539.8403687748806,546.723388671875,36207430,507.71824035644534,,,516.5756250777691,508.47119758680645,-0.002060158591658978,0.045045665986658046,0.02995079505057685,,,83.50242733251756,7.368905682638172,3.053130771779906
2019-01-23,545.9045229540942,550.7293089254705,540.9027462181267,542.8060913085938,19313542,512.8329132080078,,,521.5075284895443,512.4708159063064,-0.007165044416331479,-0.002060158591658978,0.005532801780574248,,,85.64186845671954,8.406871777994752,4.148545520288881
2019-01-24,542.2307176885093,554.7130882758987,540.0617976543355,552.1679077148438,28775487,519.027621459961,,,527.2368096486299,516.9988461155912,0.017247073229559096,-0.007165044416331479,-0.001276745729001827,,,86.72263022365563,9.688842659169268,5.276932154567628
2019-01-25,553.4958304499542,559.8033797795792,546.8341222864655,551.5260620117188,18703992,525.5764373779297,,,531.7527839562266,520.8644021989134,-0.0011624103722023271,0.017247073229559096,0.04398604486592861,,,85.67821238701326,10.515028362048497,6.33986994400761
2019-01-28,553.5178808774523,555.9302737653469,541.0797741438378,544.24462890625,18744303,531.45244140625,510.0907684326172,,534.0658289041598,523.4389344063258,-0.01320233730915521,-0.0011624103722023271,0.045045665986658046,,,79.14135259197676,10.550285670756693,7.191774884616515
2019-01-29,544.8863992634961,545.1741347877718,531.7621963658257,535.8787231445312,20405845,535.0377899169922,512.0748855590821,,534.4003928512682,524.7886706416481,-0.015371590857095718,-0.01320233730915521,-0.002060158591658978,,0.017522242623072528,71.99463256768486,9.897594440021976,7.737976617487046
2019-01-30,537.8043656072043,542.2307307181926,527.2252808955305,529.2614135742188,17164298,537.6847534179688,514.0512619018555,,533.4545911331664,525.2676176506432,-0.012348520821058528,-0.015371590857095718,-0.007165044416331479,,0.017488322015703748,68.46731673460101,8.830475937335677,7.958100710580675
2019-01-31,532.0500974232828,544.3111566582319,531.6074727062281,543.1824340820312,22279301,541.7880126953125,517.0257904052735,,535.2409713821423,527.1635056679405,0.026302730844859346,-0.012348520821058528,0.017247073229559096,-0.013024064964906712,0.017717704528269082,74.7507624111225,8.843954275667897,8.136323465050863
2019-02-01,546.2144636186489,555.5098184046919,543.1381334083609,553.2744750976562,20187323,544.6917175292969,520.3743423461914,,538.5465600063137,529.8978196812171,0.018579468669086108,0.026302730844859346,-0.0011624103722023271,-0.012337358857399283,0.01793935655493297,77.1205828338381,9.443832057749319,8.399065949894606
2019-02-04,551.9686981888808,574.0784806662556,549.7776764638679,571.4005126953125,25528059,547.0465637207031,524.4941940307617,,544.5598494714008,534.2031211905553,0.032761384111307246,0.018579468669086108,-0.01320233730915521,0.005399247868165924,0.01886194021076451,77.75864291263717,11.059136656083751,8.933097605686116
2019-02-05,571.8873820352513,577.3761052108845,565.9560341911196,571.6881713867188,20479210,549.5430419921875,528.6306411743165,,549.5191570360943,538.0588867219917,0.0005034274296489283,0.032761384111307246,-0.015371590857095718,0.005552176939705555,0.018849024066641438,77.3213694878858,12.20716354942033,9.589895845308352
2019-02-06,573.7685922129579,583.2410560216659,572.8833428361716,579.9655151367188,20586783,553.258984375,533.0459487915039,,555.0795216579555,542.3368497661767,0.01447877385659746,0.0005034274296489283,-0.012348520821058528,-9.049115227455218e-05,0.018893093418725776,79.09637140908805,13.545710863605677,10.382976400087228
2019-02-07,579.9654440045323,584.8123314865187,569.2757931615276,571.1791381835938,20150710,555.160107421875,537.093864440918,,558.0173863728028,545.2611459439044,-0.015149826539348155,0.01447877385659746,0.026302730844859346,0.00552220741500431,0.019469747428384924,69.49093008391998,13.80326861130402,11.068360568117924
2019-02-08,568.7003724990501,575.6498162527372,563.145285109626,565.5576782226562,14230054,556.5632690429687,541.0698532104492,,559.3924313621609,547.3064142201678,-0.009841850980087052,-0.015149826539348155,0.018579468669086108,-0.0029258826466446175,0.01952982832855407,58.64311376032312,13.438469120554942,11.543116928489589
2019-02-11,564.7609421263937,564.8052045928157,553.7392334148291,554.7351684570312,16457901,557.6123229980469,544.5323822021485,,558.5435941437742,548.0508870577796,-0.019135996525829646,-0.009841850980087052,0.032761384111307246,-0.008532730859841853,0.02035957682580366,53.572857551137055,12.211673014589678,11.676993877344932
